State,County,POP2010,OHU2010,PovertyRate,MedianFamilyIncome,LAPOP1_10,LAPOP05_10,LAPOP1_20,LALOWI1_10,LALOWI05_10,LALOWI1_20,lapophalf,TractKids,TractSeniors,TractWhite,TractBlack,TractAsian,TractNHOPI,TractAIAN,TractOMultir,TractHispanic,TractHUNV,TractSNAP,Food Environment Index,# Deaths,Years of Potential Life Lost Rate,% Obese,% Fair/Poor,# Diabetics,# Violent Crimes,# Unemployed,% Children in Poverty
Tennessee,Dickson,49666,19107,14.269999999999962,55279.8,4902.484683587811,7845.213458251641,3431.83580359606,1875.8077420587829,2992.648690569531,1113.669552728722,43614.47545382015,12437,6585,45611,2056,226,16,172,1585,1573,1032,2905,7.6,744.0,8331.0,36,19,615.0,198.0,1336.0,23.0
Tennessee,Dyer,38335,15183,16.037499999999977,54497.75,11876.0889828212,16636.93700610289,11748.875101177851,5183.257186510961,7602.247042206469,5136.717015520612,36473.81144897667,9552,5517,31432,5477,189,13,82,1142,1002,1090,2869,5.9,682.0,10541.0,37,23,856.0,292.0,1227.0,31.0
Tennessee,Fayette,38413,14505,14.745454545454537,68329.18181818182,6792.607785464944,7433.377939672884,4559.2298827845,2202.017935988191,2410.565115657331,1269.79486576922,36869.749038392896,8878,5714,26578,10784,186,3,106,756,858,635,2354,7.2,538.0,7510.0,31,20,684.0,96.0,1137.0,22.0
Tennessee,Fentress,17959,7250,25.82499999999993,35812.75,37.1267282696467,37.1267282696467,0.0,18.7655051504119,18.7655051504119,0.0,16632.14038478083,4154,3047,17623,31,38,4,44,219,189,568,2300,7.6,361.0,11169.0,36,24,506.0,39.0,519.0,36.0
Tennessee,Franklin,41052,16011,16.822222222222187,50193.77777777778,8088.747971686929,11165.108336615298,4731.16690152952,2695.892688790754,4204.195727698287,1549.610672547807,37769.52732250079,8959,7109,37260,2109,299,23,144,1217,1029,947,2752,7.4,717.0,9571.0,31,20,718.0,131.0,1037.0,22.0
Tennessee,Gibson,49683,19690,17.621428571428535,45066.42857142857,10980.698132083766,20043.717116600055,10947.94221344688,5398.26324135955,10427.188726594712,5385.350786712169,42436.49081442989,12399,8187,38988,9340,106,6,107,1136,1012,1202,3578,6.6,881.0,10171.0,32,22,1282.0,278.0,1594.0,23.0
Tennessee,Giles,29485,11875,18.575,46208.375,2394.8593738940635,2394.8593738940635,0.0,1028.3704525514286,1028.3704525514286,0.0,26436.852343693346,6509,4910,25480,3012,113,11,102,767,471,759,2085,7.2,521.0,9672.0,32,20,630.0,95.0,746.0,24.0
Tennessee,Grainger,22657,9029,21.660000000000004,41547.8,0.0,0.0,0.0,0.0,0.0,0.0,21547.98502712762,5048,3625,21978,107,24,3,46,499,530,411,2023,7.9,451.0,12216.0,35,21,293.0,36.0,626.0,28.0
Tennessee,Greene,68831,28018,20.979999999999954,45645.6,19198.249471051175,27261.658500084373,16825.38637329827,7094.052958528271,10549.65110016375,6054.798681210448,61767.3409569996,14583,12006,65358,1373,251,21,166,1662,1690,1411,5359,7.2,1254.0,9914.0,30,20,1032.0,233.0,2031.0,25.0
Tennessee,Grundy,13703,5405,26.775,38333.75,135.424177751156,135.424177751156,0.0,98.4921965258675,98.4921965258675,0.0,12926.34565480377,3168,2401,13394,37,24,1,65,182,113,336,1648,6.8,336.0,15820.0,31,25,254.0,84.0,387.0,37.0
Tennessee,Hamblen,62544,24560,23.174999999999955,46489.333333333336,34109.9236394982,45680.32000576754,34109.9236394982,14692.704366718448,21245.56731338463,14692.704366718448,56790.44565377297,14740,9918,54163,2527,466,71,209,5108,6711,1604,5163,6.7,1128.0,10197.0,31,23,989.0,270.0,1681.0,26.0
Tennessee,Hamilton,336463,136682,18.43170731707314,58735.34146341463,154351.57536101327,252913.02517037874,154351.57536101327,49285.39234099578,89649.18711026455,49285.39234099578,282740.5547161074,72611,49415,248716,67900,5912,296,1165,12474,14993,10561,20853,6.3,4713.0,7806.0,30,20,4567.0,2249.0,9132.0,22.0
Tennessee,Hancock,6819,2825,25.799999999999898,37411.5,66.5395717236606,66.5395717236606,0.0,26.1229428946171,26.1229428946171,0.0,6207.54621464506,1496,1159,6682,24,7,0,19,87,13,253,1024,7.1,169.0,11004.0,31,24,85.0,15.0,208.0,44.0
Tennessee,Hardeman,27253,9301,25.6666666666666,40703.833333333336,3349.1558824154345,3349.1558824154345,0.0,1968.6863863490626,1968.6863863490626,0.0,24975.43397164951,5777,3811,15379,11281,147,0,61,385,376,958,2295,5.3,424.0,9648.0,38,27,583.0,151.0,722.0,31.0
Tennessee,Hardin,26026,10643,22.016666666666634,48175.0,5147.065162690535,8693.901221201493,2644.12443377833,2307.778189169995,4232.254066761082,980.1165028585519,23198.48936279597,5645,4809,24384,896,102,7,79,558,497,639,2296,7.0,582.0,12508.0,32,23,557.0,108.0,760.0,32.0
Tennessee,Hawkins,56833,23343,16.761538461538446,46421.153846153844,10958.185644374978,13714.388424106157,10939.91472404659,3765.750401140307,4872.589110066456,3756.273340426851,52205.38853435995,12690,9367,54817,740,278,11,119,868,669,1065,4629,7.2,1078.0,11498.0,33,20,710.0,142.0,1541.0,31.0
Tennessee,Haywood,18787,7459,22.833333333333286,42462.5,4887.384511699931,10651.469963529753,2916.137180498597,2679.2299522992507,6150.511551497997,1655.538478201654,15819.22263514999,4810,2583,8617,9465,21,0,31,653,723,846,1892,5.1,307.0,11297.0,38,28,342.0,168.0,658.0,33.0
Tennessee,Henderson,27769,11224,20.89999999999993,49403.666666666664,1738.917377283748,1738.917377283748,0.0,646.2586742631746,646.2586742631746,0.0,25401.92786721372,6757,4112,24764,2187,76,3,48,691,532,714,2302,7.0,497.0,10246.0,35,22,496.0,149.0,1006.0,25.0
Tennessee,Henry,32330,13604,21.866666666666642,44408.0,7050.5287365991735,11566.343605317064,4154.766451736748,3050.818651491712,5762.916446915715,2113.1575658610473,30102.058159951685,7028,6364,28827,2599,95,6,100,703,553,897,2775,6.7,644.0,10332.0,34,21,777.0,99.0,931.0,31.0
Tennessee,Hickman,24690,8976,18.95,48379.833333333336,2775.948615990263,2775.948615990263,0.0,1270.286361910533,1270.286361910533,0.0,24153.68562979991,5562,3440,22920,1120,49,2,125,474,455,577,2003,7.6,432.0,9628.0,32,21,325.0,72.0,603.0,29.0
Tennessee,Houston,8426,3349,22.399999999999935,49492.0,214.24992769688077,214.24992769688077,0.0,116.24297620157989,116.24297620157989,0.0,7492.16828985053,1992,1503,8015,193,25,3,24,166,129,156,598,7.3,144.0,8306.0,33,23,113.0,24.0,285.0,30.0
Tennessee,Humphreys,18538,7454,15.939999999999978,53593.8,3139.9715444883905,4326.377341781561,2546.45188128548,1295.4363237128791,1754.3095628255292,1017.84782152844,15631.586921265789,4293,3205,17629,463,35,6,82,323,278,387,1107,7.5,353.0,10493.0,36,18,399.0,40.0,587.0,25.0
Tennessee,Jackson,11638,4789,25.899999999999977,39363.5,0.0,0.0,0.0,0.0,0.0,0.0,11178.414372704141,2371,2055,11387,30,11,1,53,156,164,221,963,7.6,273.0,11917.0,35,24,229.0,28.0,359.0,34.0
Tennessee,Jefferson,51407,19864,16.91111111111107,51517.444444444445,8624.05888981861,12370.54023953183,8624.05888981861,3352.23896342516,5335.26873970892,3352.23896342516,47322.3834575533,11359,8334,48571,1048,213,13,170,1392,1619,994,4030,7.7,856.0,8654.0,34,19,831.0,149.0,1518.0,26.0
Tennessee,Johnson,18244,7195,21.5,39695.0,1780.677943874514,1780.677943874514,0.0,647.2330672098351,647.2330672098351,0.0,16906.38788254872,3362,3228,17544,378,35,4,34,249,269,523,1712,7.3,327.0,9632.0,29,23,293.0,95.0,425.0,35.0
Tennessee,Knox,432226,177249,16.21785714285712,66766.08928571429,170239.7970773896,302889.68060780555,170239.7970773896,49987.577704014395,96230.52817554784,49987.577704014395,356640.5094793215,94490,56491,369794,38045,8095,359,1251,14682,15012,11959,23335,6.8,5973.0,8071.0,30,18,4383.0,2173.0,10938.0,20.0
Tennessee,Lake,7832,2270,29.6999999999999,41000.5,14.701100958045519,14.701100958045519,0.0,7.5373322365630795,7.5373322365630795,0.0,7094.28324436457,1309,1074,5490,2171,11,1,22,137,136,286,829,6.3,147.0,11285.0,38,26,192.0,20.0,174.0,48.0
Tennessee,Lauderdale,27815,9795,25.16666666666661,39547.77777777778,1638.0868862323164,4776.619327173864,1584.305314289762,1363.593911812317,3751.8336786533673,1337.9963909013,24603.7149186358,6747,3424,17236,9720,59,4,176,620,564,898,2808,5.7,469.0,11524.0,38,27,404.0,205.0,879.0,35.0
Tennessee,Lawrence,41869,16275,18.05454545454541,46848.181818181816,1381.644933486797,1381.644933486797,0.0,617.225623052195,617.225623052195,0.0,38679.96381189554,10529,6738,40050,642,121,2,152,902,689,1157,3090,7.5,747.0,9799.0,34,21,955.0,209.0,1195.0,29.0
Tennessee,Lewis,12161,4781,18.9,43679.5,4243.271506742774,6255.3300787965745,4178.68888501028,2077.0083418639974,3220.3658267873275,2047.96459675006,10719.747465958659,2898,1971,11656,199,44,5,35,222,221,362,1036,7.6,213.0,9407.0,34,21,185.0,46.0,361.0,30.0
Tennessee,Lincoln,33361,13382,15.422222222222189,52294.555555555555,3703.893871248557,3703.893871248557,0.0,1514.3215695151398,1514.3215695151398,0.0,30607.47486176715,7786,5550,29841,2269,122,20,151,958,885,838,2463,7.5,526.0,9214.0,32,20,576.0,141.0,748.0,25.0
Tennessee,Loudon,48556,19826,15.309999999999956,57247.9,9602.791780922169,13449.83507731165,9602.791780922169,4312.563696153624,6054.798490907648,4312.563696153624,46157.89481277491,9868,10434,45339,533,287,48,136,2213,3395,820,2924,7.4,823.0,8200.0,28,18,965.0,103.0,1257.0,22.0
Tennessee,Macon,22248,8561,21.55,43215.5,3770.83067347339,5763.40384273203,3770.83067347339,2138.79826800692,3297.17157099203,2138.79826800692,19804.576098711063,5567,3134,21364,93,44,3,78,666,919,492,1843,7.9,452.0,10850.0,34,22,238.0,60.0,536.0,30.0
Tennessee,Madison,98294,38073,22.82962962962961,51849.0,32455.444036515633,62182.701914728794,31217.318357569213,12759.785148190276,26693.864554008924,12317.814316355874,84139.78134388896,23634,12932,58226,35636,918,31,184,3299,3306,2732,6997,6.0,1335.0,8718.0,34,22,1555.0,1007.0,2823.0,29.0
Tennessee,Marion,28237,11403,19.61666666666663,50967.833333333336,3083.7641507006456,4898.894843479035,3082.75858903222,1179.1310829742704,1888.6642111065003,1178.70675020282,26806.02461471984,6157,4493,26501,1012,111,1,114,498,361,880,2260,7.4,585.0,10680.0,33,20,564.0,90.0,813.0,29.0
Tennessee,Marshall,30617,11850,15.766666666666666,49550.833333333336,6987.583670934923,11745.228883003198,6684.0102468137065,3708.7367133363987,5725.677165423687,3605.349742660572,27773.54059013551,7550,4018,27094,2003,133,19,108,1260,1386,652,1994,7.8,484.0,8456.0,31,21,465.0,134.0,844.0,21.0
Tennessee,Maury,80956,31663,15.88823529411762,55969.64705882353,21203.160108677435,32893.32252574281,19471.81108119338,7394.93219103645,13449.618264096749,6856.933515817558,68110.14904197412,19657,10479,66677,10154,489,29,265,3342,3909,1958,5733,7.4,1224.0,8394.0,34,20,1363.0,434.0,2209.0,19.0
Tennessee,McMinn,52266,20865,18.249999999999975,48602.0,10923.62706977135,16985.23271791191,10923.62706977135,4582.773090088341,7619.08763849706,4582.773090088341,47468.945297322185,11795,8813,47954,2066,388,11,178,1669,1482,1107,3786,7.3,990.0,9872.0,34,21,949.0,258.0,1474.0,32.0
Tennessee,McNairy,26075,10326,22.77142857142854,40572.71428571428,6205.9577816419405,7627.838735039761,5802.40637464056,2852.3145669907794,3477.635711916469,2630.69985140209,24548.03284004921,6118,4507,23925,1550,49,2,60,489,396,674,2447,6.7,525.0,10159.0,39,24,725.0,106.0,768.0,28.0
Tennessee,Meigs,11753,4686,22.199999999999932,39022.666666666664,177.297663636913,177.297663636913,0.0,71.0072734488639,71.0072734488639,0.0,11172.80308922147,2526,1885,11341,116,18,0,64,214,176,281,1364,7.6,267.0,13021.0,28,22,163.0,48.0,378.0,30.0
Tennessee,Monroe,44519,17711,18.8428571428571,45646.857142857145,6126.858113609881,7959.8438067039615,5998.92292525554,2615.669342671518,3764.524545421588,2567.29082076193,40798.12143689094,10178,7318,41661,926,152,13,220,1547,1448,989,3629,7.6,807.0,9584.0,36,23,803.0,184.0,1223.0,29.0
Tennessee,Montgomery,172331,63673,18.92051282051279,52227.333333333336,87248.1635738759,126090.67444929028,85752.9311269197,30474.79266139284,48337.34354227859,30097.06568049038,154298.91854539292,48214,13791,122336,32982,3570,676,988,11779,13752,2955,9224,6.3,1853.0,7294.0,29,22,1867.0,1000.0,4656.0,18.0
Tennessee,Moore,6362,2492,12.7,50833.0,2145.148309552686,2145.148309552686,0.0,909.2098480333991,909.2098480333991,0.0,6362.00002973986,1411,1168,6068,145,26,1,17,105,70,84,231,7.2,86.0,7680.0,32,16,83.0,5.0,154.0,19.0
Tennessee,Morgan,21987,7692,21.71999999999996,45257.6,3146.6036679394056,3146.6036679394056,0.0,1416.0956501593707,1416.0956501593707,0.0,20544.42432571885,4623,3015,20761,806,41,6,69,304,188,408,1826,6.7,354.0,8556.0,30,21,358.0,53.0,597.0,29.0
Tennessee,Obion,31807,13077,18.70999999999998,45820.6,2342.2948840046643,3526.707910646714,2114.020193998,837.2646087851164,1205.0186015195904,706.364855859006,26843.768272475518,7269,5329,27329,3367,77,12,56,966,999,935,2414,6.9,572.0,9491.0,34,21,707.0,114.0,1108.0,27.0
Tennessee,Overton,22083,8820,22.399999999999956,43205.857142857145,75.3901308090425,75.3901308090425,0.0,38.4896293799392,38.4896293799392,0.0,19280.96172306751,5129,3711,21571,87,44,1,68,312,202,473,1375,7.7,458.0,10544.0,33,21,446.0,55.0,663.0,26.0
Tennessee,Perry,7915,3160,24.34999999999995,41913.5,1978.780638333526,1978.780638333526,0.0,1017.5388574380471,1017.5388574380471,0.0,7324.20417284167,1786,1483,7584,119,14,0,48,150,131,192,644,7.2,174.0,11340.0,31,22,135.0,23.0,217.0,34.0
Tennessee,Pickett,5077,2177,16.6999999999999,43875.0,38.9002502037365,38.9002502037365,0.0,13.584842240559,13.584842240559,0.0,4792.08287064284,974,1140,4993,5,4,0,11,64,67,129,359,7.9,95.0,9342.0,33,19,140.0,3.0,187.0,29.0
Tennessee,Polk,16825,6653,19.4,45075.6,49.35484860756245,49.35484860756245,0.0,23.93100241277318,23.93100241277318,0.0,15615.206794792808,3725,2872,16397,50,24,4,64,286,233,330,1249,8.0,366.0,11965.0,35,20,423.0,35.0,495.0,28.0
Tennessee,Putnam,72321,28930,26.373333333333314,47682.13333333333,30847.452901594064,47792.008109360904,30683.04149375543,13414.094965948701,23164.874969070257,13317.70198668709,62501.596750120676,15567,10565,66536,1455,846,46,317,3121,3858,1332,3973,6.5,1095.0,8415.0,33,21,1484.0,292.0,1943.0,24.0
Tennessee,Rhea,31809,12276,21.11666666666665,48964.833333333336,6751.23260946237,10289.04697716119,6751.23260946237,4065.1041748723737,6152.02638628577,4065.1041748723737,28126.893042638578,7456,4996,29695,616,130,15,141,1212,1187,847,3013,7.1,607.0,10266.0,30,22,647.0,100.0,992.0,33.0
Tennessee,Roane,54181,22376,16.181818181818162,50831.36363636364,9185.71091186713,13468.12486577623,8700.40488968976,3575.302520543658,5598.458020990409,3350.8647147824095,49376.82187792918,11285,10055,51157,1440,278,18,180,1108,710,1287,4088,7.0,1051.0,10844.0,34,19,891.0,156.0,1494.0,25.0
Tennessee,Robertson,66283,24197,13.485714285714279,59443.71428571428,4685.524079326043,12846.109384638516,4555.576275060708,1087.8478828761686,4119.492552624135,1034.4934763830056,55506.38889189761,17042,7804,57919,4934,331,32,234,2833,3903,1050,3187,8.3,970.0,8658.0,36,18,728.0,289.0,1688.0,18.0
Tennessee,Rutherford,262604,96232,14.475510204081623,62153.36734693877,75469.62518349983,144993.52059763388,75293.96183126833,24323.774628076964,51612.74360734481,24273.19054290242,214165.2217033601,68714,21566,205417,32886,7984,142,954,15221,17500,3405,11724,7.5,2696.0,6406.0,33,17,2242.0,1217.0,7021.0,14.0
Tennessee,Scott,22228,8671,27.13999999999994,37606.0,4796.676158980481,6015.827053866591,4690.89978888593,2172.5372623222825,2716.082705056502,2113.68947807027,20514.84040672295,5630,3053,21853,21,43,1,57,253,120,600,2963,6.7,474.0,13002.0,29,24,380.0,54.0,774.0,34.0
Tennessee,Sequatchie,14112,5519,19.399999999999935,52922.666666666664,5376.96820278769,7043.08578982255,5376.96820278769,2446.36373097835,3312.588367626,2446.36373097835,13117.59925657067,3324,2200,13543,21,40,5,53,450,462,382,1259,8.0,272.0,10470.0,28,20,261.0,59.0,387.0,29.0
Tennessee,Sevier,89889,35343,15.388888888888866,44490.72222222222,22222.376061921674,28929.52320842138,20496.57559502426,8068.321644021022,10964.28738313495,7053.317989513911,82474.34269008873,19892,13917,84217,711,774,20,342,3825,4787,1484,6191,7.5,1478.0,8607.0,31,21,1257.0,287.0,3071.0,24.0
Tennessee,Shelby,927644,350971,24.66470588235288,54658.04524886878,313181.8562098712,667802.0653967137,313181.8562098712,112592.85982502768,274228.2240705387,112592.85982502768,705591.592243978,244742,95224,376270,483381,21391,441,2279,43882,52092,32456,72509,5.4,12962.0,9501.0,33,22,9314.0,12145.0,28535.0,31.0
Tennessee,Smith,19166,7410,16.69999999999996,51377.2,619.9815186979245,1169.1534277545195,611.625491094775,271.93747785733916,557.2745216996401,268.552630037534,16829.59647045613,4643,2603,18179,410,37,3,87,450,417,386,1331,8.1,333.0,9654.0,37,18,259.0,49.0,485.0,25.0
Tennessee,Stewart,13324,5386,11.539999999999981,32306.6,247.32919161207346,247.32919161207346,0.0,97.10506388460223,97.10506388460223,0.0,13080.93558863076,3046,2223,12605,188,137,3,75,316,250,179,917,7.3,254.0,10236.0,31,19,377.0,47.0,404.0,25.0
Tennessee,Sullivan,156823,66298,17.956410256410233,53331.0,50733.20940694852,84417.05584795302,50727.91558654739,19898.222812675624,36033.46683717806,19894.271757074603,136527.57927403762,32293,29215,149208,3329,884,34,416,2952,2321,4274,11223,6.5,2784.0,9110.0,30,19,1768.0,752.0,4113.0,25.0
Tennessee,Sumner,160645,60975,10.27380952380951,68856.69047619047,55095.7793572023,89844.6299666403,55095.7793572023,12546.820867987613,25143.39588074436,12546.820867987613,144367.93599971174,40630,20262,142844,10311,1638,114,462,5276,6308,2610,7903,7.8,2060.0,6903.0,30,17,1899.0,450.0,4148.0,14.0
Tennessee,Tipton,61081,21617,14.669230769230747,58061.53846153846,2507.2316102596396,5492.275395184014,199.461373292375,1393.7123153729028,3308.202836968345,157.970685302978,56870.68512315724,16631,6760,47501,11449,367,52,248,1464,1269,777,3738,6.8,895.0,8510.0,35,20,977.0,342.0,1999.0,21.0
Tennessee,Trousdale,7870,2976,16.59999999999995,46532.0,0.0,0.0,0.0,0.0,0.0,0.0,7332.976284086721,1935,1065,6852,754,18,1,33,212,198,152,650,7.8,157.0,11178.0,33,20,103.0,30.0,221.0,25.0
Tennessee,Unicoi,18313,7726,21.074999999999925,45949.25,672.979313234449,3470.108092205248,81.3440179601311,348.4590928018506,1650.6758857128489,33.8682077787816,15702.81517502595,3691,3601,17553,36,30,3,45,646,694,495,1562,7.4,360.0,9467.0,33,22,257.0,49.0,575.0,28.0
Tennessee,Union,19109,7391,22.39999999999995,42658.25,387.1107655191844,387.1107655191844,0.0,139.33680570047395,139.33680570047395,0.0,18539.80563006211,4563,2632,18678,22,19,12,60,318,249,481,1793,7.8,381.0,11628.0,31,21,147.0,59.0,500.0,34.0
Tennessee,Van Buren,5548,2246,21.59999999999995,43167.0,39.3221877326432,39.3221877326432,0.0,20.1971483595552,20.1971483595552,0.0,5272.576930158601,1157,942,5441,23,8,0,15,61,50,94,424,7.7,129.0,13160.0,32,21,104.0,12.0,170.0,31.0
Tennessee,Warren,39839,15850,21.95555555555552,44562.555555555555,3971.816597701182,7775.385611124576,3292.153275303116,1929.270504874965,4488.677794873367,1675.773142321508,35586.818312260904,9699,6025,35650,1142,190,13,109,2735,3224,1031,3044,7.7,722.0,10894.0,31,24,767.0,150.0,1025.0,30.0
Tennessee,Washington,122979,51322,19.299999999999976,52154.69565217391,33165.69697474404,64551.68577263999,33165.69697474404,11118.398554415786,24644.31080718435,11118.398554415786,104171.25485016462,24827,18761,112619,4814,1466,38,377,3665,3633,3083,7544,7.2,1908.0,8636.0,32,19,1490.0,449.0,3304.0,22.0
Tennessee,Wayne,17021,6136,20.999999999999975,42548.0,3784.2613679869305,3784.2613679869305,0.0,1555.7269380682733,1555.7269380682733,0.0,15455.72480629367,3334,2698,15712,978,30,5,54,242,277,195,1175,6.7,309.0,9781.0,33,23,310.0,43.0,469.0,33.0
Tennessee,Weakley,35021,13898,25.336363636363625,47896.0,6785.011834769723,13177.025907317859,5793.573663212275,3238.1233843466316,7186.444022973075,2819.468041045457,32269.791843632338,7030,5346,31124,2736,368,8,101,684,700,873,2672,6.8,519.0,8442.0,31,22,644.0,88.0,1101.0,25.0
Tennessee,White,25841,10272,22.866666666666617,41081.666666666664,6263.410956116161,8453.677072915201,5945.10732124123,3270.635344363631,4461.553961284141,3066.55959647899,24991.37348866776,5805,4534,24739,459,69,20,82,472,425,709,2047,7.2,521.0,11310.0,31,22,577.0,76.0,709.0,28.0
Tennessee,Williamson,183182,64886,5.451351351351345,115094.32432432432,77844.55339636214,126257.88108146543,77844.55339636214,9620.409245958912,17225.808894715265,9620.409245958912,159047.91006094587,53629,17807,163728,7941,5517,82,396,5518,8166,1558,3017,8.9,1183.0,3666.0,26,12,1251.0,256.0,4319.0,5.0
Tennessee,Wilson,113993,42563,11.738095238095221,67325.71428571429,36769.947260711546,53918.34467925755,36759.328092508455,7048.564418397445,13463.376185718846,7044.707609038779,100495.92705725158,28561,13868,101379,7297,1276,44,395,3602,3691,1444,5181,8.1,1448.0,6542.0,32,15,1307.0,378.0,2995.0,12.0
Texas,Anderson,58458,17218,20.04545454545453,53552.545454545456,18979.633925114955,27307.011509598262,5945.186126429758,6872.500742097629,10945.956534053646,3648.162765604223,53157.06336738669,11475,7338,38632,12310,291,21,259,6945,9287,1072,2532,5.7,1061.0,10468.0,32,19,766.0,187.0,910.0,27.0
Texas,Andrews,14786,5259,10.84999999999995,78966.75,3961.3182460767266,8170.7277245895575,3848.3846075402153,1405.2696690318778,2571.319659896701,1379.5851396502246,12439.955211295452,4312,1663,11749,222,91,1,142,2581,7195,172,546,7.6,176.0,7789.0,28,18,155.0,96.0,323.0,13.0
Texas,Angelina,86771,31090,19.70588235294115,48665.0,20438.207574070388,34156.81626420288,18814.633914914804,8504.653949292995,15600.952423308885,7797.015805992913,76861.35729914666,23206,11843,62537,13035,785,13,411,9990,17145,1484,5978,5.4,1215.0,8610.0,38,22,1262.0,304.0,2106.0,28.0
Texas,Aransas,23158,9795,19.360000000000003,55823.8,7331.401579376716,9830.929747734908,7328.166613547229,3650.119965796003,4297.24705401235,3649.1815025011797,21597.586043411153,4523,5602,20231,303,455,8,171,1990,5690,423,1421,5.6,513.0,11863.0,27,20,464.0,76.0,514.0,33.0
